Username,Followers,Score_tag,Tweet
shelbylynn15_,3615,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
l_passarelli,6453,NONE,"""O game of thrones que eu gosto hahahahahahah https://t.co/W6tPQwkJak"""
MaaartiH,193,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
Lu_one_k_e,37,P,"""@ChaosZeichnerin Game of Thrones? :D"""
sarah___nade,105,NONE,"""RT @BryantJ238: #DemThrones 

Arya telling her story of the Battle of Winterfell to the people west of Westeros: https://t.co/KlgseRuK7L"""
Sarvaan1212,290,NONE,"""RT @iam_lolitta: Raven.. Bran the broken.. https://t.co/L97DID91eL"""
sinaofthewoods,1142,NONE,"""@Supersonicbliss hbo pr must be livid because this quote is featured everywhere because IT WAS LITERALLY A JOKE"""
chlo_bonson,105,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
Siyah_Ophelie,297,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
FreddieFenster,63,N,"""RT @JensenKarp: Can't wait to start watching HBO's Game Of Thrones tonight and then eventually hate it's finale"""
Alex02Mess,496,NONE,"""RT @sritawinterfell: the new makup artist of Westeros
#GameofThrones https://t.co/xbdsVoruK7"""
emilywronski,311,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
AVFCbowler,1720,NONE,"""RT @ToiIetBoy: Game of Thrones fans @ Bran https://t.co/GAe8ZNKLCa"""
starktear,3074,NONE,"""RT @aryagendry: why is brienne lord commander of bran's kingsguard and not lord commander of sansa's queensguard make it make sense"""
NANAAKUALINDA10,16,NONE,"""RT @mreazi: All of the above https://t.co/mDItjcXI8W"""
VicRicchezzaGeo,356,NONE,"""RT @edbott: Eight years, one month, and 26 days later, this tweet enters the Hall of Fame. https://t.co/TJkSVNAREi"""
Sarrischels,369,NONE,"""RT @sagarcasm: Tyrion Lannister explaining every religion in the world in just 4 words. #TheFinalEpisode https://t.co/Ztdu5n8vwW"""
Bilalkayam,617,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Alex_Paradowski,292,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
coolwithakay,453,N+,"""Bran worged into drogon and made him flame up"""
TerorristThreat,609,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
anigatti_,421,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
sweetasianchic,243,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
annieclork,212,P,"""RT @kateleth: Now that Game of Thrones is done you should watch Killing Eve which is both actually gay and actually good"""
BpBoman,252,NONE,"""i wish he finished the job."""
THaT_weirdGurrl,325,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
iSativaDiva,6349,NONE,"""Arya is BIG MOOD"""
andrea_ajo,638,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
a71030400,10,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
LuxuryVagina_,1516,P,"""Stop using Sansa age as an excuse for her being a dick sucker"""
d_jrivera,119,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
WhitakerMorgan,536,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
jessiejordan,12,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Kwesi_Gibson,447,NONE,"""RT @90sSugarDaddy: Yaba to collect treatment https://t.co/Bi8r9VonLo"""
stellaf04403110,8,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
targyerien,216,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Luxeryrose,9409,N,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
iAmProphetShady,662,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Jodethetoad1,303,N+,"""Plot twist! #Beddgelert #Drogon"""
Sam_Evans25,225,NONE,"""Straight up, Tyrion is the best character on GoT"""
rferrey1,112,NONE,"""RT @Lesdoggg: Oh only if this was real!! @RuPaul @RuPaulsDragRace @GameOfThrones @HBO #wasagoodrun https://t.co/DBrZoxluRO"""
Muzi_FOM,166,NONE,"""RT @RealRapman: The Wire &gt; Game of Thrones"""
lexi_pascale,432,NONE,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
donovantripp,54,NONE,"""the queen of the north spotted in shades I worked on for @LeisureSociety_  #flex"""
caressmonay,597,NONE,"""RT @crissles: ""Bran the Broken"" is one of the most fucked up names I've ever heard in my life."""
Limitedelbien2,105,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
elvhenans,80,NONE,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
dx_lool,645,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
giulianascar,339,N,"""RT @JensenKarp: Can't wait to start watching HBO's Game Of Thrones tonight and then eventually hate it's finale"""
Carla_Fox,1961,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
jonnysfrank,178,N,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
intensifiedgail,34,NONE,"""@A_Kabby_K Did you ever try Westworld? HBO quality show too."""
burakkgormus,176,N+,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
JMitchy96,200,NONE,"""RT @KarenSoh: This was all I could think of during that one shot with Dany &amp; Drogon #GameOfThrones https://t.co/Viw0yGuhZw"""
Tmoser5,1662,NONE,"""This is my new favorite photo"""
SmallFry_xox,1073,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
Lrod49,21067,NONE,"""RT @LionelMedia: Who's never seen an episode of Game of Thrones?"""
l_andree,256,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
veronicarein1,446,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
ndpalo,440,NONE,"""my brothers named our dog dogga"""
kingjames019,470,NONE,"""RT @XSHE_KAE: This man Tyrion beat more court cases than OJ lmaoo"""
JeSoFt,381,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
Ellinadear,1291,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
sportsiren,110663,N,"""RT @De11eDonne: Thank you @RealSportsHBO for spending some time with us! Tune in tonight at 10 PM ET on @HBO ! https://t.co/Ea01TXUDFY"""
AllyRTucker,29,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
C_A_4,447,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
yahdeeerah,356,NONE,"""RT @maarciniegamo: Thank you, thank you. https://t.co/Pho6pMQPcu"""
Ed_Brown27,985,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
juicyburgerr,337,NONE,"""RT @stevezaragoza: Arya the Explarya"""
eulaurissima,318,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
diazofwales,1080,NONE,"""game of thrones episode 2 https://t.co/bX45hovz0d"""
kennyhwakefield,263,NONE,"""RT @barstoolsports: The future of Westeros https://t.co/7YmTUoetW7"""
SierraS87475372,10,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
kayy_espinoza,62,NONE,"""I love GoT but I always got annoyed seeing medieval stuff on my timeline"""
ButtDoings,10,NONE,"""This was said by Bran Eno, 'Get your neck massaged, signor.'"""
sailorceress,58,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
mckinleydarling,194,NONE,"""RT @_d3javu11: Catch me starting game of thrones this summer when all the hype has died down"""
N1ch0I4s,142,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
_taylorpeer,127,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
FlowVera7,158,NONE,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
CS_lemZ,386,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
allhailthefando,46,NONE,"""Yo Game of Thrones is fuckin WILD!"""
UschiReducka,841,NONE,"""RT @MlNOTAURUS: The winner of Game of Thrones receives a one year supply of Anastasia Beverly Hills Cosmetics and a cash prize of $100,000"""
oweduu,2840,NONE,"""RT @persrephones: robb stark in heaven looking down at sansa https://t.co/jbYx51ch4c"""
dvlpup27,98,NONE,"""RT @BuzzFeedNews: Bran from ""Game of Thrones"" thought the ending was a ""joke"" https://t.co/5xMvvkVC5P"""
LnaThunderstorm,607,NONE,"""RT @Sabrina_K8: #GameOfThonesFinale #GOTS8E6 #GameOfThronesFinale #GOTfinal 

Game of Thrones in a Nutshell ... https://t.co/UU4PW5n48r"""
mattbasedd,606,NONE,"""RT @youresoartdeco: ARYA STARK &gt; CHRISTOPHER COLUMBUS"""
isam_sharfi,1025,NONE,"""Arya"""
starsekki,2202,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
JendeukieLa,1428,N,"""RT @danytargyryen: not gonna lie drogon trying to wake dany up ripped my heart right out of my chest https://t.co/qtTNvkPoN9"""
_b0rnf0rthis,1225,NONE,"""RT @Spilling_The_T: #GameofThrones
Edmure Tully: I could be King

#Sansa: https://t.co/pSPZjrjZKK"""
s0phierooose,552,NONE,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
PooPooParm,206,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
amaenad,3073,NONE,"""@PaulMHD Just piggybacking my interests on your slightly forlorn Tyrion."""
a_papp17,441,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
MasterMX117,16,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
AlonGod,386,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
KittenAprahcot,57,NONE,"""RT @marianaavilal: The true MVPs of Game of Thrones: Michele Clapton (costume designer) &amp; Ramin Djawadi (composer) https://t.co/OQFTSY8xzS"""
ItsYourSoulmate,3456,NONE,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
UNBOWEDthenovel,57,NONE,"""So would I. #GameOfThonesFinal"""
_awaugh_,134,NONE,"""RT @barstoolsports: The future of Westeros https://t.co/7YmTUoetW7"""
shamsu___,804,NONE,"""RT @aliiyu__: This yahoo boy https://t.co/QzjeUBX51F"""
ArdhyansyaA,271,NONE,"""Click this link to get your free Game of Thrones cryptocurrency!   https://t.co/ytNxIma7kR @zillatoken #airdrop #crypto #faucet"""
Deepkumar_,307,NONE,"""RT @GodspowerTalks: #GameOfThronesFinale this is single handedly the most bad-ass scene in game of thrones https://t.co/gtJ6d8JRK2"""
asellll_,1013,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
Gaalinaa,711,NONE,"""RT @annalearyx: Tyrion Lannister making sure Cersei Lannister is definitely dead #GameOfThonesFinale https://t.co/Vy27X9vHon"""
MertYav52174208,1500,P,"""RT @HBO: Happy Gemini season to powerful Gemini Bill Hader and only Bill Hader. https://t.co/IpFJP62KZB"""
KaminskiJack_,710,N+,"""RT @tiabbea: Jon highley wanted Drogon to roast his ass. He been begging for death or peace for the last 4 seasons"""
itshannahruthyo,322,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
xokillajo,148,NONE,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
iloveknicks_6,10,NONE,"""@SwaggerSouls Bran. just Bran"""
nil_sniper,282,N+,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
JosephWulfsohn,971,NONE,"""RT @TheLiveFeed: Holly Hunter Joins Season 2 of HBO's 'Succession' https://t.co/rQwGPMDzXS"""
haylorkepner,1358,NONE,"""RT @KharloKong: Daenerys' only mistake was giving up this dick... https://t.co/JidANHC3ql"""
HaniaGonzalez4,55,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
ClevelandJedi,160,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
rubieannis,1399,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
karencumpa,72,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
Nmesis1081,16,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
alexapaymyloans,99,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
samantha1212121,474,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
regrota,377,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
collinsryan34,1984,NONE,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
snkscoyote,1371,NONE,"""Why This Character's Game of Thrones Ending Was the Most Satisfying https://t.co/EouW9WOViR via @io9"""
Adn301_,21,NONE,"""RT @officiallyeman: why thank you sir! https://t.co/BrFYJeNK0p"""
SmallGrins,396,NONE,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
NachoElGavacho,102,NONE,"""This also applies to comic books."""
art_gordon13,0,NONE,"""RT @NephilimUpdates: Yeah!! Shadow Fam! #SaveShadowhunters https://t.co/2FgrwHQUpN"""
travisnovak26,163,NONE,"""RT @barstoolsports: The Game Of Thrones Finale Was Good (Not Great)
https://t.co/IeWivRY6hS https://t.co/G61NegcqeN"""
AbigailWoody13,46,P,"""I want her crown as a ring"""
heelo_,2599,NONE,"""RT @hardfeeIng: CERSEI LANNISTER WAS THE LAST PERSON TO SIT ON THE IRON THRONE. SHE WON THE GAME. https://t.co/hNluGhyzju"""
pfunk1130,3004,NONE,"""LMAOOOOOOOO!!!!!!

Ya boy sounded more coherent when he was offered the crown than he had for at least two seasons!"""
BrndnCntrll,105,NONE,"""RT @mollymcnearney: We should try holding our politicians to the same standard we've set for producers of Game of Thrones."""
Ahmed_Alkhatib,156,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
DannyNIR10,1433,NONE,"""RT @danytargyryen: team targaryen for life https://t.co/ua36eaVDig"""
AtilaUno,1455,P,"""Recomendado: 
27 Easter Eggs And Callbacks You Might Have Missed In The ""Game Of Thrones"" Finale https://t.co/B1iDRHEibV"""
anxlfy,81,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
ala2als,131,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
jonathan_tylerr,1133,NONE,"""RT @MuhammadMods: Jon Snow after he killed Daenerys
#GOT https://t.co/CieY4nH1DE"""
LOVE_TI_,488,NONE,"""RT @springsansa: Stark wolves, Tully scales, Weirwood leaves, Sansa IS the North https://t.co/bz2Pd8DfQC"""
NorrisEQ2,416,NONE,"""RT @barstoolsports: The Game Of Thrones Finale Was Good (Not Great)
https://t.co/IeWivRY6hS https://t.co/G61NegcqeN"""
KarlaFox21,445,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
XxBrielaxX,271,N+,"""RT @tiabbea: Jon highley wanted Drogon to roast his ass. He been begging for death or peace for the last 4 seasons"""
niallgannon7,576,NONE,"""RT @Ads_OD: Game Of Thrones summed up in one paragraph. (Spoilers alert) #GameOfThonesFinale https://t.co/FqnvSqsoIb"""
J_Pow58,700,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Daywale,2015,P,"""Bran Stark the builder built the wall and the winterfell.
Bran Stark the broken became the king of the 6 kingdoms."""
Ali_bani_mere,10,NONE,"""RT @ScheifferBates: Arya Stark should get a spin off show about her being a Pirate. Call it 'Arya ready kids!'"""
midoriy_ane,363,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
gbfelipe7,216,NONE,"""@_vic_lop DRACARYS"""
gnarlesmingus,219,N,"""Adventure Time"""
Capodraste,166,NONE,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
Hon6yb66,500,NONE,"""RT @lovelysophiet: JESSICA CHASTAIN IS THE PRESIDENT OF SANSA DEFENCE SQUAD. https://t.co/CmmLrSa5m6"""
serenren_101,1033,NONE,"""@jakejones1001 @grace_4089 Sorry I love Daenerys"""
magallaque,1010,NONE,"""RT @vokalized: Bending the knee to the Queen of Winterfell, Sansa the Juuler of House Mint Pods https://t.co/UaFAW3gIJy"""
glolkekcheburek,30,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
phaniball,703,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
Domi8_,144,NONE,"""RT @abrar_kika: Muted words: #GameOfThonesFinal #GameOfThrones #GOT #GOTFinale https://t.co/bdI21QvWLh"""
ortyblc,46,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Ismaelos_,532,NONE,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
diegomartone,996,NONE,"""This 'Game of Thrones' meme is brilliant and should be studied in any film class https://t.co/RtGQauDovJ May 21, 2019 at 08:40PM"""
_camilflores,31,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
_macyshults,141,NONE,"""I laughed so hard"""
Justine___C,157,NONE,"""This 'Game of Thrones' meme is brilliant and should be studied in any film class https://t.co/kG7SEYgXvn"""
diegomartone,996,NONE,"""Plastic water bottle appears in 'Game of Thrones' finale https://t.co/R3fQGZ8vVY May 21, 2019 at 08:41PM"""
chribitchhh,588,NONE,"""RT @MlNOTAURUS: The winner of Game of Thrones receives a one year supply of Anastasia Beverly Hills Cosmetics and a cash prize of $100,000"""
Justine___C,157,NONE,"""Plastic water bottle appears in 'Game of Thrones' finale https://t.co/xtlTjZ5Z1p"""
AriannaGenis,1013,NONE,"""Please"""
TuTuTullip,6321,P,"""RT @psyborg__: Since we are all done with Game of thrones now, what other Seasonal Movie is up for Watch."""
fuckoff_joes,1510,NONE,"""RT @remslwt: i'm part of the 1% on twitter who hasn't seen a single episode of game of thrones"""
atorresssss,237,NONE,"""RT @TomScibelli: So Jon Snow being Aegon Targaryen and the rightful heir to the Iron Throne just ends up totally not mattering?"""
ReturnIrish,14,NONE,"""@hipswellmatt @EmmaArts22 @getFANDOM @HBO Hahaha take your shit tattoos and your mutt elsewhere you C.U.N.T"""
josie4891,786,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
SpookyMoros,138,NONE,"""RT @mxmtoon: me sleeping peacefully having never watched game of thrones or subscribing to beauty youtubers https://t.co/Gh8p9AbcMq"""
PMMDJ,118,NONE,"""RT @girlziplocked: The future is so many dicks broken.

https://t.co/DD5lztC2MV https://t.co/JSlkdCpWHv"""
UMEHoma,109324,NONE,"""RT @nathanialpatrik: This is a hard one, will sit this one out ehh https://t.co/1aZyFehTAS"""
Luislion08,173,NONE,"""RT @Sabrina_K8: #GameOfThonesFinale #GOTS8E6 #GameOfThronesFinale #GOTfinal 

Game of Thrones in a Nutshell ... https://t.co/UU4PW5n48r"""
CoolQueerKid,386,NONE,"""RT @DrNerdLove: ""What's west of Westeros?""
My wife: The Resteros"""
isam_sharfi,1025,NONE,"""Tyrion"""
jordybigboy,158,N+,"""RT @ElColosio: Drogon appearing outta nowhere like
#gameofthrones #jonsnow #drogon https://t.co/NwJMI92BsI"""
Leeanna_Senpai,328,NONE,"""RT @Beavs: Graphic designer.... https://t.co/IsV89t64te"""
izzzzzzz_,832,N,"""RT @sbstryker: Sansa telling a mediocre straight white man to sit the fuck down added five years to my life span"""
MugiKatsuragi,89,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
BiancaStyless,235,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
lesbiancatras,3161,NONE,"""the tl running after arya so she gets her ass home https://t.co/OyU3Jxtb1u"""
Graceosheaxx,152,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
tstrannyy,41,NONE,"""RT @Yamuva_: Dracarys https://t.co/Hi4BjMU06C"""
luqmanaliffff,89,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
dommyblanco,3474,NONE,"""he using game of thrones scripts now for rally"""
luisramosolvier,376,NONE,"""RT @lovelysophiet: JESSICA CHASTAIN IS THE PRESIDENT OF SANSA DEFENCE SQUAD. https://t.co/CmmLrSa5m6"""
______rmi,24,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
BellaRivas98,432,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Calicoville,220,N,"""Adventure Time"""
Em_cruick,397,N+,"""RT @BrandoHD: Bran was the logical choice, Drogon burned the Iron Throne and Bran comes with his own seat."""
rickybilly23,226,P,"""Boooooooooooo. Stop using game of thrones as a cheap political talking point"""
marytocracy,21,NONE,"""RT @behindyourback: Person: Do you watch Game of Thrones
Me, reading my Twitter feed: .... I mean basically"""
DamienSavant,190,NONE,"""DRACARYS"""
VEmuobome,70,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
ryandouglassw,3028,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
About_Krypton,50,NONE,"""RT @Thrones_Memes: The entire Game of Thrones fandom right now... https://t.co/GiJSwo0kWB"""
tellyxcinephile,677,NONE,"""RT @aryagendry: why is brienne lord commander of bran's kingsguard and not lord commander of sansa's queensguard make it make sense"""
martha_mchugh,615,NONE,"""RT @FO_INC_: HBO should give you a job https://t.co/49vJBKSfTP"""
NickOchs25,619,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
BraydenSylva,645,NONE,"""RT @itsanevergreen: only Game Of Thrones could make me cry over a fucking dress https://t.co/12sSdRD8Oo"""
DaaaiMartos,950,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
apackofreds,173,NONE,"""my god"""
Dray_Od,503,N+,"""RT @LordsDontWorry: Drogon when he lands with Dany's body
#GameOfThornes https://t.co/VHhUhbflr8"""
aanaaiisL,201,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
MedlinBob,309,NONE,"""RT @odairannies: sansa's coronation was literally one of the most beautiful scenes and i will never shut up about it https://t.co/cAqLlKzzad"""
sofiekoark,679,NONE,"""RT @HuffPost: Here's what George R.R. Martin has to say about the ""Game of Thrones"" series finale. https://t.co/uVUxREq6B8"""
laracollado993,85,NONE,"""RT @Thrones_Memes: One second from every episode of Game of Thrones. https://t.co/SXfXqUacPy"""
WBALPete,7741,N,"""RT @JensenKarp: Can't wait to start watching HBO's Game Of Thrones tonight and then eventually hate it's finale"""
pablxx_,813,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
Priya_tweetz,79,N+,"""@ReeseW @HBO Totally Disappointed horrible horrible and horrible"""
Taylor_Gresham_,357,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
dracarysmami,583,N+,"""RT @clarkeonfire: That scene of Drogon with Simba's voice trying to wake up Dany https://t.co/zUEpSMLNMq"""
daydreamroses,254,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
hmshamimtkg,28,NONE,"""This 'Game of Thrones' meme is brilliant and should be studied in any film class https://t.co/3GTzfTRSZR"""
LJgaming,133,NONE,"""RT @boolin: #GameOfThrones 

how bran won the iron throne https://t.co/ejxu4KOqBC"""
alvarotheflash,187,NONE,"""RT @ladycerseis: cersei lannister knowing she is the last person who sat on the iron throne
https://t.co/ihePlovPMC"""
niallo_7_pole,149,NONE,"""@pickle965 Not in Westeros my man. Tarley tried that one, got laughed at."""
sandyluhooo,120,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
EliasTurner16,5,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
hmshamimtkg,28,NONE,"""Plastic water bottle appears in 'Game of Thrones' finale https://t.co/fBuBMvpMlM"""
imwajd,149,NONE,"""RT @abezerraigor: J.K. Rowling Reveals that Arya stark is the transgender Harry Potter All Along https://t.co/QP2TU0kqLQ"""
xwreathj,1146,NONE,"""RT @fairycrust: daenerys when she kissed jon snow and felt something in her chest
https://t.co/9emi70Wu2f"""
frvda,2089,NONE,"""RT @fivefifths: Avatar the Last Airbender, and I say this unironically https://t.co/Sa4K3Wca8B"""
Opuofoni_,1792,N+,"""RT @TomiwaTegbe: She named it after Khal Drogo
Do you people watch this show with the sound off? https://t.co/EybkMGCz04"""
NeganWins,2033,NONE,"""@JackPosobiec That was pretty good Jack. You should do one on how Arya went from Mary Sue to Colonizer."""
lucas_rbt03,374,NONE,"""RT @ultrabrilliant: One second from every episode of Game of Thrones. https://t.co/rFz2CFLwBx"""
SelinMitranii,158,NONE,"""RT @odairannies: cersei and daenerys when they see each other in hell https://t.co/bi0ZHMcUpa"""
IsaacWalex,980,NONE,"""RT @Bamnandiggs: Waste of plot twist https://t.co/UnxDdevNuK"""
